EventID,Date,UserID,Feature,EventType,ChurnFlag
1324,2025-01-15,USR_0335,Stakeholder Tool,Churn,1
1325,2024-04-02,USR_0080,Roadmap Planner,Adopt,0
1326,2024-01-21,USR_0219,Roadmap Planner,Adopt,0
1327,2024-08-06,USR_0102,Analytics Dashboard,Adopt,1
1328,2024-10-23,USR_0393,Analytics Dashboard,Adopt,0
1329,2024-02-01,USR_0480,Analytics Dashboard,Adopt,0
1330,2025-06-20,USR_0410,Roadmap Planner,Adopt,0
1331,2024-03-17,USR_0390,Stakeholder Tool,Adopt,0
1332,2024-10-21,USR_0144,Stakeholder Tool,Adopt,0
1333,2024-04-27,USR_0351,Stakeholder Tool,Adopt,0
1334,2025-01-01,USR_0037,Analytics Dashboard,Churn,0
1335,2025-03-29,USR_0438,Meeting Optimizer,Adopt,1
1336,2024-05-14,USR_0094,Roadmap Planner,Adopt,1
1337,2024-06-09,USR_0385,Analytics Dashboard,Churn,0
1338,2024-02-22,USR_0344,Roadmap Planner,Adopt,0
1339,2024-10-19,USR_0449,Roadmap Planner,Churn,0
1340,2025-07-07,USR_0010,Analytics Dashboard,Adopt,0
1341,2025-11-17,USR_0447,Stakeholder Tool,Adopt,1
1342,2024-12-17,USR_0325,Meeting Optimizer,Churn,0
1343,2025-01-18,USR_0268,Analytics Dashboard,Churn,0
1344,2025-01-26,USR_0058,Analytics Dashboard,Churn,0
1345,2025-01-13,USR_0223,Analytics Dashboard,Adopt,1
1346,2025-12-19,USR_0342,Meeting Optimizer,Churn,1
1347,2024-06-28,USR_0320,Analytics Dashboard,Churn,0
1348,2025-12-16,USR_0222,Roadmap Planner,Churn,0
1349,2025-01-19,USR_0190,Meeting Optimizer,Churn,1
1350,2025-11-10,USR_0073,Roadmap Planner,Churn,1
1351,2024-08-11,USR_0284,Analytics Dashboard,Adopt,1
1352,2024-01-14,USR_0416,Roadmap Planner,Adopt,1
1353,2025-06-30,USR_0094,Meeting Optimizer,Churn,0
1354,2024-03-22,USR_0491,Roadmap Planner,Adopt,0
1355,2025-06-19,USR_0181,Meeting Optimizer,Churn,1
1356,2025-08-12,USR_0385,Roadmap Planner,Adopt,0
1357,2025-04-08,USR_0424,Analytics Dashboard,Adopt,0
1358,2024-10-07,USR_0182,Roadmap Planner,Churn,1
1359,2025-11-22,USR_0191,Meeting Optimizer,Adopt,1
1360,2025-08-29,USR_0288,Roadmap Planner,Adopt,1
1361,2025-03-22,USR_0210,Analytics Dashboard,Adopt,0
1362,2025-06-11,USR_0102,Stakeholder Tool,Adopt,0
1363,2024-07-19,USR_0052,Roadmap Planner,Churn,1
1364,2025-02-02,USR_0477,Stakeholder Tool,Churn,0
1365,2024-08-30,USR_0379,Meeting Optimizer,Adopt,0
1366,2025-04-01,USR_0328,Meeting Optimizer,Adopt,0
1367,2024-09-23,USR_0075,Stakeholder Tool,Adopt,1
1368,2024-03-03,USR_0063,Stakeholder Tool,Adopt,0
1369,2025-08-09,USR_0049,Analytics Dashboard,Adopt,0
1370,2024-04-26,USR_0457,Meeting Optimizer,Adopt,0
1371,2025-10-23,USR_0132,Analytics Dashboard,Churn,0
1372,2025-04-22,USR_0379,Roadmap Planner,Adopt,0
1373,2025-10-03,USR_0075,Stakeholder Tool,Adopt,0
1374,2025-07-26,USR_0362,Meeting Optimizer,Adopt,0
1375,2024-11-21,USR_0379,Roadmap Planner,Churn,0
1376,2025-07-13,USR_0172,Roadmap Planner,Adopt,1
1377,2025-03-22,USR_0335,Analytics Dashboard,Adopt,0
1378,2025-07-25,USR_0093,Roadmap Planner,Churn,0
1379,2025-10-13,USR_0266,Roadmap Planner,Churn,1
1380,2025-03-07,USR_0103,Analytics Dashboard,Adopt,0
1381,2024-06-11,USR_0389,Analytics Dashboard,Churn,0
1382,2025-06-23,USR_0090,Analytics Dashboard,Adopt,0
1383,2024-09-21,USR_0348,Analytics Dashboard,Churn,0
1384,2025-06-01,USR_0053,Analytics Dashboard,Adopt,0
1385,2025-07-26,USR_0221,Analytics Dashboard,Adopt,0
1386,2024-11-01,USR_0469,Roadmap Planner,Adopt,0
1387,2024-12-18,USR_0427,Meeting Optimizer,Adopt,0
1388,2025-09-03,USR_0389,Analytics Dashboard,Churn,1
1389,2025-06-24,USR_0034,Meeting Optimizer,Adopt,0
1390,2025-09-19,USR_0495,Analytics Dashboard,Adopt,0
1391,2025-07-19,USR_0267,Stakeholder Tool,Adopt,0
1392,2025-05-20,USR_0461,Meeting Optimizer,Adopt,1
1393,2025-04-17,USR_0446,Roadmap Planner,Adopt,0
1394,2025-11-01,USR_0182,Roadmap Planner,Adopt,0
1395,2025-07-18,USR_0362,Analytics Dashboard,Churn,0
1396,2025-12-11,USR_0388,Meeting Optimizer,Churn,1
1397,2025-04-20,USR_0327,Stakeholder Tool,Churn,1
1398,2024-10-18,USR_0056,Stakeholder Tool,Adopt,0
1399,2024-06-26,USR_0358,Stakeholder Tool,Adopt,1
1400,2025-01-28,USR_0074,Analytics Dashboard,Churn,0
1401,2025-06-21,USR_0193,Analytics Dashboard,Churn,0
1402,2025-04-02,USR_0004,Analytics Dashboard,Adopt,1
1403,2025-04-30,USR_0377,Analytics Dashboard,Adopt,0
1404,2025-12-09,USR_0437,Meeting Optimizer,Adopt,0
1405,2025-08-01,USR_0052,Stakeholder Tool,Adopt,0
1406,2025-07-13,USR_0209,Analytics Dashboard,Adopt,0
1407,2024-08-16,USR_0333,Analytics Dashboard,Adopt,0
1408,2025-03-13,USR_0266,Roadmap Planner,Churn,0
1409,2025-04-09,USR_0182,Analytics Dashboard,Adopt,0
1410,2025-06-04,USR_0283,Analytics Dashboard,Adopt,0
1411,2025-09-21,USR_0461,Meeting Optimizer,Adopt,0
1412,2024-01-23,USR_0010,Stakeholder Tool,Churn,0
1413,2024-05-19,USR_0142,Meeting Optimizer,Churn,0
1414,2025-09-09,USR_0008,Analytics Dashboard,Adopt,1
1415,2025-09-26,USR_0064,Analytics Dashboard,Adopt,1
1416,2024-10-11,USR_0154,Meeting Optimizer,Adopt,0
1417,2024-09-07,USR_0452,Analytics Dashboard,Adopt,0
1418,2025-11-16,USR_0152,Stakeholder Tool,Churn,0
1419,2024-11-11,USR_0188,Meeting Optimizer,Adopt,1
1420,2024-07-25,USR_0209,Meeting Optimizer,Adopt,0
1421,2024-01-30,USR_0227,Roadmap Planner,Churn,0
1422,2024-03-27,USR_0104,Analytics Dashboard,Adopt,1
1423,2025-02-26,USR_0118,Analytics Dashboard,Adopt,0
1424,2024-04-02,USR_0397,Roadmap Planner,Adopt,0
1425,2025-01-30,USR_0300,Meeting Optimizer,Adopt,0
1426,2024-03-18,USR_0326,Stakeholder Tool,Churn,1
1427,2025-09-05,USR_0414,Meeting Optimizer,Churn,0
1428,2024-12-08,USR_0130,Meeting Optimizer,Churn,0
1429,2024-04-26,USR_0151,Meeting Optimizer,Churn,0
1430,2024-09-12,USR_0352,Meeting Optimizer,Adopt,0
1431,2024-08-06,USR_0293,Analytics Dashboard,Churn,0
1432,2024-06-14,USR_0180,Roadmap Planner,Adopt,0
1433,2025-10-19,USR_0286,Stakeholder Tool,Churn,0
1434,2025-05-19,USR_0378,Meeting Optimizer,Adopt,0
1435,2025-10-10,USR_0478,Roadmap Planner,Adopt,0
1436,2025-07-10,USR_0492,Analytics Dashboard,Adopt,0
1437,2024-08-22,USR_0238,Analytics Dashboard,Adopt,1
1438,2025-08-10,USR_0083,Stakeholder Tool,Adopt,1
1439,2024-10-23,USR_0065,Analytics Dashboard,Adopt,0
1440,2025-08-21,USR_0431,Analytics Dashboard,Churn,0
1441,2024-12-15,USR_0171,Meeting Optimizer,Churn,1
1442,2024-12-18,USR_0021,Stakeholder Tool,Churn,0
1443,2025-05-31,USR_0441,Meeting Optimizer,Adopt,0
1444,2025-05-28,USR_0055,Stakeholder Tool,Adopt,0
1445,2024-01-14,USR_0360,Stakeholder Tool,Adopt,0
1446,2025-06-17,USR_0450,Stakeholder Tool,Adopt,0
1447,2025-03-11,USR_0256,Roadmap Planner,Adopt,1
1448,2024-06-25,USR_0357,Analytics Dashboard,Adopt,0
1449,2024-04-05,USR_0381,Stakeholder Tool,Churn,0
1450,2024-09-28,USR_0409,Stakeholder Tool,Adopt,0
1451,2025-07-21,USR_0489,Analytics Dashboard,Churn,0
1452,2024-05-01,USR_0266,Analytics Dashboard,Churn,0
1453,2024-02-04,USR_0375,Analytics Dashboard,Adopt,1
1454,2025-06-28,USR_0212,Analytics Dashboard,Churn,0
1455,2024-06-08,USR_0017,Roadmap Planner,Adopt,0
1456,2024-03-15,USR_0335,Analytics Dashboard,Churn,0
1457,2024-02-01,USR_0354,Stakeholder Tool,Adopt,0
1458,2024-12-27,USR_0169,Meeting Optimizer,Adopt,0
1459,2024-12-08,USR_0252,Meeting Optimizer,Adopt,0
1460,2025-10-03,USR_0169,Meeting Optimizer,Adopt,0
1461,2024-07-30,USR_0076,Stakeholder Tool,Adopt,1
1462,2024-11-22,USR_0222,Meeting Optimizer,Churn,1
1463,2024-04-28,USR_0117,Analytics Dashboard,Churn,0
1464,2024-08-08,USR_0259,Roadmap Planner,Adopt,0
1465,2024-11-24,USR_0378,Meeting Optimizer,Adopt,1
1466,2024-07-28,USR_0043,Stakeholder Tool,Adopt,0
1467,2025-08-01,USR_0100,Stakeholder Tool,Adopt,0
1468,2024-06-19,USR_0032,Stakeholder Tool,Churn,0
1469,2024-02-04,USR_0025,Stakeholder Tool,Adopt,0
1470,2024-08-04,USR_0218,Analytics Dashboard,Adopt,0
1471,2025-05-12,USR_0148,Roadmap Planner,Churn,0
1472,2024-12-26,USR_0356,Meeting Optimizer,Adopt,0
1473,2025-01-05,USR_0305,Stakeholder Tool,Churn,0
1474,2025-09-02,USR_0022,Stakeholder Tool,Adopt,1
1475,2024-06-26,USR_0044,Meeting Optimizer,Adopt,1
1476,2024-04-09,USR_0418,Roadmap Planner,Adopt,0
1477,2025-02-08,USR_0381,Roadmap Planner,Adopt,0
1478,2024-06-05,USR_0021,Meeting Optimizer,Adopt,1
1479,2024-03-13,USR_0478,Analytics Dashboard,Adopt,0
1480,2024-01-24,USR_0416,Stakeholder Tool,Churn,0
1481,2024-05-25,USR_0088,Analytics Dashboard,Churn,0
1482,2024-08-02,USR_0210,Meeting Optimizer,Churn,0
1483,2024-02-22,USR_0310,Stakeholder Tool,Adopt,0
1484,2025-02-25,USR_0427,Stakeholder Tool,Adopt,1
1485,2025-02-24,USR_0334,Roadmap Planner,Churn,0
1486,2024-05-21,USR_0416,Roadmap Planner,Adopt,0
1487,2024-07-27,USR_0098,Analytics Dashboard,Adopt,0
1488,2025-12-28,USR_0368,Analytics Dashboard,Churn,0
1489,2024-03-25,USR_0077,Roadmap Planner,Churn,1
1490,2025-03-11,USR_0188,Analytics Dashboard,Adopt,0
1491,2025-03-17,USR_0294,Meeting Optimizer,Adopt,0
1492,2025-01-25,USR_0247,Roadmap Planner,Adopt,1
1493,2025-12-27,USR_0144,Stakeholder Tool,Churn,1
1494,2025-01-22,USR_0267,Stakeholder Tool,Adopt,0
1495,2024-06-20,USR_0449,Analytics Dashboard,Churn,0
1496,2024-10-18,USR_0175,Analytics Dashboard,Churn,0
1497,2024-08-14,USR_0353,Meeting Optimizer,Churn,0
1498,2024-01-29,USR_0438,Stakeholder Tool,Churn,0
1499,2024-09-06,USR_0031,Roadmap Planner,Adopt,0
1500,2024-03-10,USR_0289,Roadmap Planner,Adopt,0
1501,2025-10-23,USR_0406,Stakeholder Tool,Adopt,0
1502,2025-03-21,USR_0393,Roadmap Planner,Adopt,0
1503,2025-04-09,USR_0093,Analytics Dashboard,Adopt,0
1504,2024-09-13,USR_0271,Analytics Dashboard,Adopt,0
1505,2024-06-07,USR_0420,Meeting Optimizer,Adopt,1
1506,2025-04-10,USR_0489,Stakeholder Tool,Adopt,0
1507,2024-03-09,USR_0456,Stakeholder Tool,Adopt,0
1508,2025-02-16,USR_0101,Stakeholder Tool,Adopt,1
1509,2025-10-23,USR_0283,Roadmap Planner,Churn,0
1510,2024-03-04,USR_0293,Analytics Dashboard,Churn,1
1511,2025-04-25,USR_0414,Roadmap Planner,Adopt,0
1512,2025-05-13,USR_0358,Meeting Optimizer,Adopt,0
1513,2025-01-05,USR_0230,Analytics Dashboard,Adopt,0
1514,2024-03-16,USR_0347,Meeting Optimizer,Churn,0
1515,2024-11-27,USR_0320,Stakeholder Tool,Churn,0
1516,2024-11-18,USR_0426,Analytics Dashboard,Adopt,0
1517,2024-01-17,USR_0299,Stakeholder Tool,Adopt,1
1518,2025-03-03,USR_0085,Stakeholder Tool,Adopt,0
1519,2025-02-02,USR_0354,Stakeholder Tool,Adopt,0
1520,2025-10-26,USR_0226,Analytics Dashboard,Adopt,1
1521,2025-06-27,USR_0394,Roadmap Planner,Adopt,0
1522,2025-06-09,USR_0041,Analytics Dashboard,Adopt,1
1523,2024-01-17,USR_0182,Stakeholder Tool,Adopt,0
1524,2024-08-24,USR_0223,Stakeholder Tool,Adopt,1
1525,2025-05-16,USR_0352,Stakeholder Tool,Churn,0
1526,2024-12-20,USR_0080,Roadmap Planner,Churn,1
1527,2024-05-12,USR_0313,Roadmap Planner,Adopt,1
1528,2024-09-12,USR_0227,Stakeholder Tool,Adopt,1
1529,2024-02-21,USR_0239,Roadmap Planner,Churn,1
1530,2024-07-12,USR_0407,Meeting Optimizer,Adopt,0
1531,2025-07-04,USR_0301,Stakeholder Tool,Adopt,0
1532,2025-06-21,USR_0035,Roadmap Planner,Adopt,1
1533,2024-06-15,USR_0234,Roadmap Planner,Adopt,1
1534,2024-11-17,USR_0411,Analytics Dashboard,Adopt,1
1535,2024-02-07,USR_0086,Stakeholder Tool,Churn,0
1536,2024-06-16,USR_0156,Meeting Optimizer,Adopt,0
1537,2024-02-02,USR_0289,Roadmap Planner,Churn,0
1538,2024-09-22,USR_0016,Analytics Dashboard,Adopt,0
1539,2024-02-18,USR_0167,Roadmap Planner,Adopt,0
1540,2024-11-11,USR_0499,Meeting Optimizer,Churn,1
1541,2024-08-06,USR_0272,Stakeholder Tool,Churn,0
1542,2024-11-29,USR_0375,Stakeholder Tool,Adopt,0
1543,2025-07-25,USR_0160,Analytics Dashboard,Churn,0
1544,2025-03-26,USR_0166,Meeting Optimizer,Churn,0
1545,2025-06-16,USR_0073,Roadmap Planner,Churn,1
1546,2024-04-27,USR_0169,Analytics Dashboard,Churn,0
1547,2025-02-28,USR_0205,Analytics Dashboard,Adopt,0
1548,2025-05-13,USR_0168,Analytics Dashboard,Adopt,0
1549,2024-05-01,USR_0293,Meeting Optimizer,Churn,0
1550,2024-09-19,USR_0294,Meeting Optimizer,Adopt,1
1551,2025-02-08,USR_0422,Stakeholder Tool,Churn,0
1552,2024-09-02,USR_0178,Meeting Optimizer,Churn,0
1553,2025-03-29,USR_0377,Stakeholder Tool,Churn,1
1554,2024-09-05,USR_0253,Analytics Dashboard,Adopt,0
1555,2025-05-12,USR_0194,Roadmap Planner,Churn,1
1556,2025-05-06,USR_0189,Analytics Dashboard,Adopt,0
1557,2025-11-03,USR_0078,Roadmap Planner,Churn,1
1558,2025-03-10,USR_0106,Roadmap Planner,Adopt,0
1559,2025-01-10,USR_0108,Meeting Optimizer,Churn,0
1560,2024-02-23,USR_0333,Stakeholder Tool,Churn,1
1561,2025-03-16,USR_0308,Stakeholder Tool,Adopt,0
1562,2025-02-26,USR_0148,Analytics Dashboard,Adopt,1
1563,2025-05-04,USR_0241,Stakeholder Tool,Adopt,0
1564,2024-11-09,USR_0050,Roadmap Planner,Churn,0
1565,2024-06-15,USR_0330,Meeting Optimizer,Adopt,0
1566,2025-07-07,USR_0407,Analytics Dashboard,Churn,1
1567,2025-09-07,USR_0145,Roadmap Planner,Adopt,0
1568,2024-07-23,USR_0073,Analytics Dashboard,Adopt,0
1569,2024-12-17,USR_0282,Analytics Dashboard,Churn,0
1570,2025-06-08,USR_0289,Analytics Dashboard,Adopt,0
1571,2024-07-26,USR_0377,Analytics Dashboard,Adopt,1
1572,2024-12-08,USR_0078,Roadmap Planner,Churn,1
1573,2024-10-31,USR_0253,Meeting Optimizer,Churn,0
1574,2024-06-22,USR_0409,Stakeholder Tool,Churn,0
1575,2025-04-16,USR_0200,Analytics Dashboard,Adopt,0
1576,2025-08-04,USR_0400,Meeting Optimizer,Churn,1
1577,2025-09-13,USR_0317,Analytics Dashboard,Adopt,0
1578,2025-12-16,USR_0295,Stakeholder Tool,Adopt,0
1579,2024-08-28,USR_0210,Roadmap Planner,Adopt,0
1580,2025-04-17,USR_0445,Stakeholder Tool,Adopt,1
1581,2025-11-16,USR_0167,Analytics Dashboard,Adopt,0
1582,2025-09-24,USR_0181,Stakeholder Tool,Churn,0
1583,2025-02-19,USR_0339,Analytics Dashboard,Adopt,1
1584,2025-07-27,USR_0461,Roadmap Planner,Adopt,1
1585,2025-01-04,USR_0231,Analytics Dashboard,Churn,1
1586,2024-05-03,USR_0136,Roadmap Planner,Churn,0
1587,2024-12-02,USR_0302,Stakeholder Tool,Adopt,0
1588,2025-03-26,USR_0288,Meeting Optimizer,Adopt,0
1589,2024-05-05,USR_0274,Analytics Dashboard,Adopt,1
1590,2024-10-11,USR_0205,Roadmap Planner,Adopt,1
1591,2024-07-25,USR_0054,Analytics Dashboard,Adopt,0
1592,2024-11-12,USR_0153,Roadmap Planner,Adopt,0
1593,2025-03-27,USR_0072,Roadmap Planner,Adopt,0
1594,2025-05-01,USR_0378,Stakeholder Tool,Adopt,0
1595,2024-05-14,USR_0124,Roadmap Planner,Adopt,0
1596,2024-06-13,USR_0252,Stakeholder Tool,Adopt,1
1597,2025-10-26,USR_0151,Roadmap Planner,Adopt,1
1598,2024-11-01,USR_0479,Stakeholder Tool,Adopt,0
1599,2024-03-03,USR_0086,Roadmap Planner,Churn,0
1600,2024-09-06,USR_0407,Stakeholder Tool,Churn,1
1601,2024-01-04,USR_0081,Stakeholder Tool,Churn,0
1602,2025-06-14,USR_0214,Roadmap Planner,Adopt,0
1603,2024-03-16,USR_0375,Analytics Dashboard,Adopt,0
1604,2025-01-21,USR_0145,Meeting Optimizer,Adopt,1
1605,2024-12-10,USR_0264,Stakeholder Tool,Adopt,0
1606,2025-04-26,USR_0074,Stakeholder Tool,Adopt,0
1607,2024-08-01,USR_0033,Analytics Dashboard,Churn,0
1608,2025-04-15,USR_0486,Stakeholder Tool,Adopt,1
1609,2024-03-13,USR_0471,Analytics Dashboard,Adopt,1
1610,2024-12-28,USR_0416,Roadmap Planner,Adopt,0
1611,2025-02-06,USR_0445,Analytics Dashboard,Adopt,0
1612,2024-11-30,USR_0021,Stakeholder Tool,Churn,0
1613,2024-11-27,USR_0486,Meeting Optimizer,Churn,0
1614,2025-07-06,USR_0337,Meeting Optimizer,Adopt,0
1615,2025-10-26,USR_0076,Stakeholder Tool,Adopt,1
1616,2024-12-11,USR_0026,Meeting Optimizer,Adopt,1
1617,2025-04-30,USR_0232,Meeting Optimizer,Adopt,1
1618,2024-03-20,USR_0342,Roadmap Planner,Adopt,0
1619,2025-02-03,USR_0009,Analytics Dashboard,Adopt,0
1620,2025-06-12,USR_0304,Stakeholder Tool,Churn,1
1621,2025-01-22,USR_0468,Roadmap Planner,Adopt,1
1622,2024-05-08,USR_0296,Meeting Optimizer,Adopt,0
1623,2024-06-11,USR_0015,Analytics Dashboard,Churn,1
1624,2024-07-23,USR_0313,Analytics Dashboard,Adopt,0
1625,2024-08-14,USR_0076,Meeting Optimizer,Churn,1
1626,2025-02-23,USR_0389,Roadmap Planner,Adopt,0
1627,2025-01-03,USR_0284,Stakeholder Tool,Churn,0
1628,2024-11-15,USR_0055,Analytics Dashboard,Churn,0
1629,2024-03-15,USR_0424,Stakeholder Tool,Adopt,0
1630,2024-05-23,USR_0082,Analytics Dashboard,Adopt,1
1631,2024-05-25,USR_0010,Meeting Optimizer,Adopt,1
1632,2025-11-04,USR_0442,Analytics Dashboard,Churn,0
1633,2025-04-12,USR_0366,Roadmap Planner,Churn,0
1634,2025-08-18,USR_0134,Meeting Optimizer,Adopt,0
1635,2024-10-29,USR_0065,Stakeholder Tool,Churn,0
1636,2025-07-18,USR_0375,Analytics Dashboard,Churn,0
1637,2024-02-16,USR_0298,Analytics Dashboard,Adopt,0
1638,2024-03-08,USR_0113,Roadmap Planner,Churn,1
1639,2024-07-06,USR_0162,Analytics Dashboard,Churn,0
1640,2024-04-11,USR_0421,Meeting Optimizer,Adopt,0
1641,2024-01-30,USR_0089,Analytics Dashboard,Adopt,0
1642,2025-11-27,USR_0194,Stakeholder Tool,Adopt,0
1643,2024-03-02,USR_0376,Meeting Optimizer,Adopt,0
1644,2025-09-13,USR_0307,Meeting Optimizer,Churn,0
1645,2025-04-30,USR_0349,Meeting Optimizer,Adopt,0
1646,2025-09-10,USR_0473,Roadmap Planner,Adopt,0
1647,2025-03-10,USR_0229,Roadmap Planner,Adopt,1
1648,2024-10-07,USR_0119,Stakeholder Tool,Churn,0
1649,2024-04-03,USR_0336,Stakeholder Tool,Adopt,0
1650,2025-12-19,USR_0329,Stakeholder Tool,Adopt,0
1651,2024-11-28,USR_0304,Analytics Dashboard,Adopt,0
1652,2024-04-28,USR_0330,Roadmap Planner,Adopt,1
1653,2025-03-30,USR_0392,Roadmap Planner,Adopt,0
1654,2025-06-03,USR_0311,Meeting Optimizer,Churn,1
1655,2025-12-31,USR_0231,Stakeholder Tool,Churn,1
1656,2025-02-14,USR_0152,Meeting Optimizer,Churn,0
1657,2025-10-23,USR_0121,Stakeholder Tool,Adopt,0
1658,2024-07-30,USR_0168,Meeting Optimizer,Churn,1
1659,2024-08-25,USR_0230,Analytics Dashboard,Adopt,0
1660,2024-08-01,USR_0280,Meeting Optimizer,Adopt,0
1661,2024-08-21,USR_0024,Analytics Dashboard,Adopt,0
1662,2024-04-28,USR_0419,Stakeholder Tool,Churn,1
1663,2024-05-27,USR_0018,Stakeholder Tool,Adopt,1
1664,2024-09-12,USR_0248,Roadmap Planner,Adopt,1
1665,2025-05-15,USR_0383,Analytics Dashboard,Adopt,0
1666,2025-12-19,USR_0102,Roadmap Planner,Adopt,0
1667,2024-01-27,USR_0288,Stakeholder Tool,Adopt,0
1668,2024-07-04,USR_0497,Roadmap Planner,Churn,0
1669,2025-03-22,USR_0090,Analytics Dashboard,Adopt,0
1670,2025-07-31,USR_0154,Roadmap Planner,Churn,0
1671,2024-10-18,USR_0328,Meeting Optimizer,Churn,0
1672,2024-09-10,USR_0184,Roadmap Planner,Adopt,1
1673,2024-08-08,USR_0445,Meeting Optimizer,Churn,1
1674,2025-01-12,USR_0058,Roadmap Planner,Adopt,0
1675,2024-06-17,USR_0391,Meeting Optimizer,Churn,1
1676,2024-06-23,USR_0099,Analytics Dashboard,Churn,0
1677,2025-02-23,USR_0440,Stakeholder Tool,Adopt,0
1678,2025-08-23,USR_0354,Stakeholder Tool,Churn,0
1679,2024-03-17,USR_0189,Analytics Dashboard,Adopt,0
1680,2025-01-26,USR_0021,Stakeholder Tool,Adopt,0
1681,2025-01-12,USR_0149,Stakeholder Tool,Churn,0
1682,2025-09-12,USR_0027,Meeting Optimizer,Adopt,0
1683,2025-04-02,USR_0272,Stakeholder Tool,Churn,1
1684,2024-02-06,USR_0369,Stakeholder Tool,Churn,0
1685,2025-10-16,USR_0225,Analytics Dashboard,Adopt,1
1686,2025-03-21,USR_0105,Roadmap Planner,Churn,1
1687,2024-03-30,USR_0044,Stakeholder Tool,Adopt,1
1688,2024-01-07,USR_0386,Meeting Optimizer,Churn,0
1689,2025-06-28,USR_0237,Roadmap Planner,Adopt,0
1690,2025-03-13,USR_0256,Analytics Dashboard,Churn,0
1691,2025-11-22,USR_0262,Analytics Dashboard,Churn,1
1692,2024-04-12,USR_0373,Stakeholder Tool,Adopt,0
1693,2025-09-02,USR_0203,Meeting Optimizer,Churn,1
1694,2025-03-30,USR_0014,Analytics Dashboard,Churn,1
1695,2025-12-12,USR_0275,Roadmap Planner,Churn,0
1696,2024-10-02,USR_0265,Roadmap Planner,Churn,1
1697,2024-05-07,USR_0475,Stakeholder Tool,Adopt,0
1698,2024-10-22,USR_0078,Roadmap Planner,Adopt,0
1699,2025-01-19,USR_0305,Meeting Optimizer,Adopt,1
1700,2025-06-19,USR_0052,Roadmap Planner,Adopt,0
1701,2025-05-20,USR_0195,Analytics Dashboard,Churn,0
1702,2025-07-24,USR_0213,Meeting Optimizer,Adopt,0
1703,2024-05-22,USR_0014,Analytics Dashboard,Churn,0
1704,2024-01-09,USR_0036,Meeting Optimizer,Adopt,0
1705,2024-07-28,USR_0459,Analytics Dashboard,Adopt,0
1706,2024-02-10,USR_0313,Meeting Optimizer,Adopt,0
1707,2025-04-06,USR_0401,Stakeholder Tool,Adopt,0
1708,2024-01-06,USR_0056,Analytics Dashboard,Adopt,0
1709,2025-05-23,USR_0158,Stakeholder Tool,Churn,0
1710,2025-08-23,USR_0143,Meeting Optimizer,Adopt,0
1711,2025-10-18,USR_0319,Roadmap Planner,Churn,0
1712,2024-12-12,USR_0252,Roadmap Planner,Churn,0
1713,2024-07-28,USR_0360,Meeting Optimizer,Churn,1
1714,2024-11-25,USR_0187,Roadmap Planner,Adopt,1
1715,2025-05-13,USR_0367,Stakeholder Tool,Adopt,0
1716,2024-05-23,USR_0200,Roadmap Planner,Adopt,0
1717,2024-02-07,USR_0414,Stakeholder Tool,Churn,0
1718,2025-08-04,USR_0327,Meeting Optimizer,Adopt,1
1719,2025-11-02,USR_0047,Meeting Optimizer,Churn,0
1720,2024-01-11,USR_0136,Stakeholder Tool,Adopt,0
1721,2024-12-12,USR_0183,Meeting Optimizer,Churn,0
1722,2025-01-05,USR_0194,Stakeholder Tool,Churn,0
1723,2024-07-15,USR_0187,Roadmap Planner,Churn,1
1724,2025-05-28,USR_0184,Roadmap Planner,Churn,0
1725,2025-09-19,USR_0158,Roadmap Planner,Churn,0
1726,2025-06-07,USR_0009,Roadmap Planner,Adopt,0
1727,2025-02-01,USR_0374,Stakeholder Tool,Adopt,0
1728,2024-04-04,USR_0473,Stakeholder Tool,Adopt,0
1729,2024-12-11,USR_0265,Analytics Dashboard,Adopt,0
1730,2025-07-24,USR_0375,Stakeholder Tool,Churn,0
1731,2025-10-16,USR_0008,Stakeholder Tool,Churn,0
1732,2024-02-10,USR_0043,Roadmap Planner,Adopt,0
1733,2024-07-29,USR_0121,Meeting Optimizer,Churn,0
1734,2025-06-23,USR_0342,Analytics Dashboard,Churn,0
1735,2024-04-04,USR_0473,Analytics Dashboard,Adopt,0
1736,2024-02-10,USR_0245,Roadmap Planner,Churn,0
1737,2024-05-25,USR_0388,Stakeholder Tool,Adopt,0
1738,2025-04-17,USR_0376,Roadmap Planner,Adopt,0
1739,2024-05-01,USR_0469,Roadmap Planner,Adopt,1
1740,2024-04-01,USR_0190,Roadmap Planner,Adopt,0
1741,2025-10-09,USR_0189,Analytics Dashboard,Adopt,0
1742,2024-03-19,USR_0022,Stakeholder Tool,Churn,0
1743,2024-02-10,USR_0039,Stakeholder Tool,Adopt,0
1744,2024-06-18,USR_0284,Stakeholder Tool,Churn,0
1745,2025-05-27,USR_0087,Analytics Dashboard,Adopt,1
1746,2024-09-03,USR_0017,Roadmap Planner,Churn,0
1747,2025-02-28,USR_0059,Meeting Optimizer,Churn,0
1748,2024-07-03,USR_0168,Meeting Optimizer,Adopt,0
1749,2024-09-23,USR_0102,Roadmap Planner,Churn,0
1750,2024-10-12,USR_0320,Meeting Optimizer,Churn,0
1751,2024-10-20,USR_0463,Stakeholder Tool,Churn,0
1752,2025-09-01,USR_0141,Analytics Dashboard,Churn,0
1753,2025-07-06,USR_0193,Analytics Dashboard,Churn,0
1754,2025-02-08,USR_0257,Stakeholder Tool,Churn,0
